Numero	Nom	Nom_recherche	Prenom	Autre_nom	Autre_prenom	Sexe	Dates_vie	Lieu_naiss	Date_naiss	Date_naiss_complete	Date_mort	Date_mort_complete	Musicien	S16	S17	S18	S19	S20	Vivant	Lettres	Profession	Domaine	Valdensia1	Valdensia2	Date_creation	Date_modification	Signature	Encours	Wikipedia	ArchiveBN
121	Charrière	CHARRIERE	Isabelle de	Belle de Zuylen van Tuyll van Serooskerken		F	1740-1805		1740	1740.10.20	1805	1805.12.26	0	0	0	1	0	0	0	cha	écrivain	littérature	 	 	21/07/1993	27/12/2013	BS	1	0	0
122	Charrière	CHARRIERE	Louis de			H	1795-1874		1795		1874		0	0	0	1	0	0	0	charl	historien / gouverneur / chambellan				21/07/1993	20/08/2007		1	0	0
123	Chaudet	CHAUDET	François			H	-1946		1946	08/02/1946	9999		0	0	0	0	0	0	1	chaf	enseignant associé / UNIL / avocat 	droit / enseignement UNIL / 	VDAS	 	22/07/1993	09/06/2015	BS	1	0	0
124	Chavannes	CHAVANNES	Alexandre-César			H	1731-1800		1731		1800		0	0	0	1	0	0	0	chac	théologien / enseignant	théologie / enseignement	VDAS	VDAC	22/07/1993	23/03/2011	BS	1	0	0
125	Chavannes	CHAVANNES	Daniel-Alexandre			H	1765-1846		1765		1846		0	0	0	1	0	0	0	chda			VDAC		22/07/1993	09/12/2008	BS	1	0	0
126	Chavannes	CHAVANNES	Fernand			H	1868-1936	Lausanne 	1868	1868.08.15	1936	17/03/1936	0	0	0	0	1	0	0	chav	écrivain / auteur dramatique / enseignant	littérature / théâtre / enseignement	VDAC	 	22/07/1993	17/03/2016	BS	0	0	0
127	Cherix	CHERIX	Daniel			H	-1950		1950		9999		0	0	0	0	0	0	1	ched	conservateur  Musée de zoologie / enseignant zoologie / UNIL	zoologie / UNIL / enseignement	VDAS	 	22/07/1993	02/06/2011	BS	1	0	0
128	Chessex	CHESSEX	Jacques			H	1934-2009		1934	01/03/1934	2009	09/10/2009	0	0	0	0	0	1	0	ches	écrivain / enseignant / poète / bellettrien	littérature / enseignement / poésie / Société Belles-Lettres	VDAC	 	22/07/1993	05/10/2012	BS	0	4	0
129	Chessex	CHESSEX	Luc			H	-1936	Lausanne	1936	10/08/1936	9999		0	0	0	0	0	0	1	chel	photographe / reporter	photographie	VDAC	 	22/07/1993	21/02/2017	BS	0	0	0
130	Chevalier	CHEVALIER	Nicolas	Nicholas Chevalier		H	1828-1902		1828	1828.05.09	1902	15/03/1902	0	0	0	0	1	0	0	chev	artiste peintre	beaux-arts / peinture	ParVDAC	 	22/07/1993	01/11/2012	TD	1	0	0
131	Chevallaz	CHEVALLAZ	Martin			H	-1948		1948		9999		0	0	0	0	0	0	1	chm	officier général adjoint au (FSCA) / conseiller communal (radical) / député UDC Grand Conseil depuis 2002	militaire / vie politique	VDAS		22/07/1993	03/04/2009	TD	1	0	0
132	Chevalley	CHEVALLEY	Pierre			H	1926-2006	Yverdon-les-Bains	1926	1926.0306	2006	08/05/2006	0	0	0	0	0	1	0	che	peintre / professeur / peintre-verrier / graveur	histoire de l'art / peinture	VDAC	 	22/07/1993	09/02/2017	BS	1	0	0
133	Chiché	CHICHE	Patrick			H	-1945		1945		9999		0	0	0	0	0	0	1	chip	architecte 	architecture	ParVDAC	 	22/07/1993	10/09/2009	BS	1	0	0
134	Chinet	CHINET	Charles		Charles-Louis-Auguste Chinet	H	1891-1978	Rolle	1891	1891.10.12	1978	04/04/1978	0	0	0	0	1	0	0	chi	peintre / enseignant	beaux-arts / enseignement / peinture	VDAC	 	22/07/1993	13/06/2016	BS	0	0	0
135	Chollet	CHOLLET	Henri			H	-1946		1946		9999		0	0	0	0	0	0	1	cho	vigneron / encaveur	viticulture	VDAS	 	22/07/1993	15/03/2011	BS	1	0	0
136	Chuard	CHUARD	Ernest		Ernest-Louis Chuard	H	1857-1942	Payerne	1857	1857.07.30	1942	09/11/1942	0	0	0	0	1	0	0	chu	conseiller fédéral	politique (radical) / Conseil fédéral	VDAC	 	22/07/1993	24/10/2016	BS	0	7	0
137	Clavel	CLAVEL		Famille Clavel					0		9999		0	0	0	0	0	0	0	clav	famille		 	 	22/07/1993	09/06/2010	JH	1	0	0
138	Clavel	CLAVEL	Jacques			H	1923-2003	Lausanne	1923	04/06/1923	2003		0	0	0	0	0	1	0		peintre / décorateur / bellettrien	peinture / Société Belles-Lettres	VDAC	 	23/07/1993	22/10/2013	BS	1	0	0
139	Clément	CLEMENT	Charles	Charles Edouard Félix Clément		H	1889-1972	Rolle	1889	1889.06.27	1972	19/01/1972	0	0	0	0	1	0	0	cle	artiste peintre / illustrateur / caricaturiste / graveur	beaux-arts / peinture / presse / illustration	VDAC	 	23/07/1993	08/11/2012	TD	0	8	0
140	Clerc	CLERC	Jean			H	1908-1933	Lausanne	1908	28/05/1908	1933	26/08/1933	0	0	0	0	0	1	0	cler	sculpteur	sculpture / beaux-arts	VDAC	 	23/07/1993	17/03/2016	BS	0	0	0
141	Fehr-Clément	FEHR-CLEMENT	Marie-Hélène	Marie-Hélène Clément		F	1918-2012	Lausanne	1918	05/02/1918	2012	01/07/2012	0	0	0	0	0	1	0	clem	peintre / dessinatrice / écrivain	beaux-arts / peinture / dessin / littérature	VDAC	 	23/07/1993	07/10/2016	BS	0	9	0
142	Cochet	COCHET	Laurent			H	-1966	Lausanne	1966		9999		0	0	0	0	0	0	1	coc	photographe	photographie	VDAC	 	23/07/1993	01/11/2012	TD	1	0	0
143	Coigny	COIGNY	Christian			H	-1946	Lausanne	1946	23/07/1946	9999		0	0	0	0	0	0	1	coi	artiste / photographe	art / photographie	VDAC	 	23/07/1993	12/06/2015	BS	1	0	0
144	Colomb	COLOMB	Catherine	Marie-Louise Colomb-Reymond		F	1892-1965	Saint-Prex	1892	1892.08.18	1965	13/11/1965	0	0	0	0	1	0	0	col	écrivain	littérature	VDAC	 	23/07/1993	13/11/2015	BS	0	11	0
145	Colombo	COLOMBO	Corinne	Corinne Colombo-Mathier		F	-1951	Richmond (USA)	1951	25/07/1951	9999		0	0	0	0	0	0	1	colc	peintre / enseignante	dessin / illustration / gravure	ParVDAC	 	23/07/1993	27/12/2016	BS	1	0	0
146	Colombo	COLOMBO	Pierre			H	1914-2000	La Tour de Peilz	1914	22/05/1914	2000	30/06/2000	1	0	0	0	0	1	0		musicien / chef d'orchestre / chef de choeur	musique / direction 	 	 	23/07/1993	20/08/2014	SUK	0	0	0
147	Conod	CONOD	François			H	-1945	Bâle	1945	12/11/1945	9999		0	0	0	0	0	0	1	cono	écrivain / traducteur	littérature / traduction	VDAC	 	23/07/1993	27/11/2014	TD	0	10	0
148	Constant de Rebecque	CONSTANT DE REBECQUE		Famille Constant de Rebecque					0		9999		0	0	0	0	0	0	0	conf	famille		 	 	23/07/1993	09/06/2010	JH	1	0	0
149	Constant	CONSTANT	Benjamin	Benjamin Constant de Rebecque		H	1767-1830	Lausanne	1767	1767.10.25	1830	1830.12.08	0	0	0	1	0	0	0	con	écrivain / journaliste / député	littérature / journalisme / politique / 1803	VDAC	 	23/07/1993	13/10/2014	BS	0	0	0
150	Constant	CONSTANT	Rosalie de	Rosalie Constant de Rebecque		F	1758-1834	Genève 	1758	1758.07.31	1834	1834.11.27	0	0	0	1	0	0	0	conr	artiste / peintre	peinture / beaux-arts	VDAC	 	23/07/1993	13/10/2014	BS	0	0	0
151	Constant de Rebecque	CONSTANT DE REBECQUE	Samuel			H	1676-1756	Lausanne	1676	1676.11.26	1756	1756.01.06	0	0	1	0	0	0	0		officier	militaire	VDAS	VDAC	23/07/1993	13/10/2014	BS	1	0	0
152	Constant	CONSTANT	Jacob	Jacob Constant de Rebecque		H	1645-1732	Lausanne	1645	1645.10.09	1732	1732.06.06	0	0	1	0	0	0	0	conj	apothicaire / pharmacien / botaniste	pharmacie / botanique	VDAS	VDAC	23/07/1993	01/07/2017	BS	1	0	0
153	Corbaz	CORBAZ	Benjamin			H	1786-1847		1786		1847		0	0	0	1	0	0	0	corb	libraire / imprimeur	livre			23/07/1993	18/09/2007		1	0	0
154	Corboz	CORBOZ	Michel			H	-1934	Marsens	1934	14/02/1934	9999		1	0	0	0	0	0	1	corm	musicien / chef de choeur / chef d'orchestre / enseignant	musique / direction / enseignement	ParVDAC	VDAC	23/07/1993	01/12/2014	TD	0	6	0
155	Cordey	CORDEY	Jules	Marc à Louis		H	1870-1951		1870		1951		0	0	0	0	1	0	0		enseignant / patoisant	enseignement / patois	VDAC		23/07/1993	16/04/2009	BS	1	0	0
156	Cornaz	CORNAZ	Henri			H	1920-2008	Yverdon-les-Bains	1920		2008	21/06/2008	1	0	0	0	0	1	0		imprimeur / éditeur / musicien	imprimerie / édition / musique	VDAC	 	23/07/1993	28/08/2013	TD	0	18	0
157	Cornut	CORNUT	Samuel			H	1861-1918		1861		1918		0	0	0	0	0	0	0	corn	écrivain	littérature	VDAC		23/07/1993	16/04/2009	BS	1	0	0
158	Cornuz	CORNUZ	Christiane			F	1939-2005	Lausanne	1939	19/01/1939	2005	11/07/2005	0	0	0	0	0	1	0	corz	artiste / peintre / graveur	beaux-arts / peinture / gravure	VDAC	 	23/07/1993	09/01/2014	BS	1	0	0
159	Cossonay	COSSONAY		Famille Cossonay					0		9999		0	0	0	0	0	0	0	cos	famille		 	 	23/07/1993	09/06/2010	JH	1	0	0
160	Courbet	COURBET	Gustave	Jean Désiré Gustave Courbet	Jean Désiré Gustave	H	1819-1877	Ornans	1819	1819.06.10	1877	1877.12.31	0	0	0	0	1	0	0	cou	artiste peintre / sculpteur	beaux-arts / peinture / sculpture	TempVDA	 	23/07/1993	31/12/2013	BS	0	0	0
161	Crisinel	CRISINEL	Edmond-Henri			H	1897-1948	Faoug	1897	1897.01.02	1948	25/09/1948	0	0	0	0	1	0	0	cri	poète / écrivain / journaliste	poésie / journalisme / littérature	VDAC	 	23/07/1993	01/11/2016	BS	0	6	0
162	Crousaz	CROUSAZ	Jean-Pierre de			H	1663-1750		1663		1750		0	0	1	0	0	0	0	cro	enseignant / mathématicien / philosophe	enseignement / mathématiques / philosophie	VDAS	VDAC	23/07/1993	27/06/2010	BS	1	0	0
163	Cuénod	CUENOD	Hugues			H	1902-2010	Corseaux-sur-Vevey	1902	26/06/1902	2010	06/12/2010	1	0	0	0	0	1	0	cue	musicien / chanteur / ténor / enseignant	musique / chant / enseignement	VDAC	 	23/07/1993	06/03/2015	FRU	0	6	0
164	Cruchaud	CRUCHAUD	Samuel	Samuel-Alfred Cruchaud	Samuel-Alfred	H	1920-1980		1920		1980		0	0	0	0	0	1	0	crus	enseignant UNIL / médecin	enseignement / UNIL / médecine	VDAS	 	23/07/1993	18/03/2010	BS	1	0	0
165	Correvon	CORREVON	Henry			H	1854-1939	Yverdon	1854	1854.08.15	1939	05/11/1939	0	0	0	0	1	0	0	corr	botaniste	botanique	VDAS	VDAC	23/07/1993	16/10/2013	BS	0	7	0
166	Dana	DANA	Yves			H	-1959		1959	25/06/1959	9999		0	0	0	0	0	0	1	dan	sculpteur	sculpture / beaux-arts	VDAC	 	23/07/1993	02/11/2012	TD	1	0	0
167	Dautun	DAUTUN	Pierre-Henry		NULL	H	1729-1803		0		9999		0	0	0	0	0	0	0		orfèvre	orfèvrerie / métaux précieux			23/07/1993	07/07/1995		1	0	0
168	Daulte	DAULTE	François			H	1924-1998		1924	26/06/1924	1998	18/04/1998	0	0	0	0	0	1	0	dauf	critique d'art / éditeur / directeur	art / édition / Fondation de l'Hermitage	VDAS	VDAC	23/07/1993	30/09/2016	BS	0	18	0
169	Davall	DAVALL	Edmond			H	1793-1860		1793		1860		0	0	0	1	0	0	0	dave	forestier / botaniste	forêts / botanique	VDAC	 	23/07/1993	27/06/2010	BS	1	0	0
170	Combe	COMBE	Adolphe Henry Edgar			H	1859-1917	La Sarraz	1859	1859.09.05	1917	16/03/1917	0	0	0	0	1	0	0		médecin / philanthrope / enseignant UNIL / médecin scolaire 	médecine / médecine scolaire	VDAC	 	23/07/1993	24/10/2016	BS	1	0	0
171	Felice	DE FELICE	Fortunato Bartolomeo De	Fortuné-Barthélemy de Félice	Fortuné-Barthélémy	H	1723-1789		1723		1789		0	0	0	1	0	0	0	fel	enseignant / imprimeur / éditeur / encyclopédiste	enseignement / imprimerie / édition / Encyclopédie dite d'Yverdon / philosophie / pédagogie / mathématiques	ParVDAS	VDAC	23/07/1993	27/06/2010	BS	1	0	0
172	Debluë	DEBLUE	Henri			H	1924-1988	Montreux	1924	03/09/1924	1988	14/10/1988	0	0	0	0	0	1	0	deb	écrivain / auteur dramatique	littérature / théâtre	VDAC	 	23/07/1993	24/10/2013	BS	0	4	0
173	Degal	DEGAL	Simone	Simone Aline Da Rin		F	-1925	Château-d'Oex	1925	03/02/1925	9999		0	0	0	0	0	0	1	deg	peintre / graphiste / illustratrice / lithographe	dessin / lithographie / peinture /	VDAC	 	23/07/1993	02/11/2012	TD	1	0	0
174	Lambert	LAMBERT	DoDe	Dominique Delachaux-Lambert		F	-1948	Lausanne	1948	14/12/1948	9999		0	0	0	0	0	0	1	dod	peintre / enseignant	beaux-arts / peinture	VDAC	 	23/07/1993	27/12/2016	BS	1	0	0
175	Delachaux	DELACHAUX	Gaspard	Gaspar Delachaux	Gaspar	H	-1947	Lausanne	1947	24/12/1947	9999		0	0	0	0	0	0	1	delx	artiste / sculpteur / enseignant	beaux-arts / sculpture / gravure / enseignement	VDAC	 	23/07/1993	02/11/2012	TD	0	0	0
176	Delacrétaz	DELACRETAZ	Jean		Jean-David Delacrétaz	H	-1920		1920		9999		0	0	0	0	0	1	0	delj	enseignant UNIL / doyen / recteur / dermatologue	enseignement / UNIL / médecine / dermatologie			23/07/1993	30/08/2005		1	0	0
177	Delagrange	DELAGRANGE	Guillaume		NULL	H			0		9999		0	0	0	0	0	0	0		architecte				23/07/1993	07/07/1995		1	0	0
178	Delamuraz	DELAMURAZ	Jean-Pascal			H	1936-1998	Vevey	1936	01/04/1936	1998	04/10/1998	0	0	0	0	0	1	0	delz	conseiller fédéral / syndic / Ville de Lausanne	politique (radical) / Conseil fédéral	VDAS	 	26/07/1993	09/12/2015	BS	1	0	0
179	Delarageaz	DELARAGEAZ	Louis-Henri			H	1807-1891	Préverenges	1807	1807.10.09	1891		0	0	0	0	1	0	0	dell	conseiller d'Etat / politicien / géomètre	politique / parti radical / révolution / 1845	VDAS	VDAC	26/07/1993	15/06/2016	BS	0	6	0
180	Delay	DELAY	Alexandre			H	-1941	Assens	1941	17/11/1941	9999		0	0	0	0	0	0	1	dela	artiste peintre / photographe / illustrateur / graveur / enseignant	beaux-arts / peinture / dessin / photographie / illustration / gravure / techniques mixtes / enseignement	VDAC	 	26/07/1993	24/11/2016	BS	0	0	0
181	Delbrassine	DELBRASSINE	Marc		NULL	H			0		9999		0	0	0	0	0	0	0	delm					26/07/1993			1	0	0
182	Delessert	DELESSERT	Etienne			H	-1941	Lausanne	1941	04/01/1941	9999		0	0	0	0	0	0	1	del	dessinateur / peintre	dessin / littérature pour enfants / illustration / peinture	VDAC	VDAC	26/07/1993	28/01/2016	BS	0	18	0
183	Demierre	DEMIERRE	François			H	1893-1976	Vevey	1893	1893/06/03	1976	30/07/1976	1	0	0	0	1	0	0	dem	compositeur / organiste / musicien	musique / composition	 	 	26/07/1993	25/02/2014	FRU	0	6	0
185	Deriaz	DERIAZ		Famille Dériaz					0		9999		0	0	0	0	0	0	0	deri	famille		VDAC	 	26/07/1993	27/02/2011	BS	1	0	0
186	Derib	DERIB		Claude de Ribaupierre		H	1944	Tour-de-Peilz	1944	08/08/1944	9999		0	0	0	0	0	0	1	der	dessinateur / scénariste	bande dessinée / dessin	VDAC	 	26/07/1993	01/09/2014	BS	0	19	0
187	Desarzens	DESARZENS	Armand C.			H	-1942	Lavey	1942	27/02/1942	9999		0	0	0	0	0	0	1	desa	sculpteur / dessinateur / graveur	gravure / dessin / sculpture / beaux-arts	VDAC	 		08/04/2013	BS	1	0	0
188	Desarzens	DESARZENS	Victor			H	1908-1986	Châteaux d'Oex	1908	27/10/1908	1986	13/02/1986	1	0	0	0	0	1	0	des	musicien / violoniste / chef d'orchestre	musique / direction d'orchestre / violon	VDAC	 	26/07/1993	25/02/2014	FRU	0	6	0
189	Dessa	DESSA		Deborah Sharon Pétroz-Abeles		F	-1948		1948	20/12/1948	9999		0	0	0	0	0	0	1	dess	artiste-peintre	beaux-arts / peinture	ParVDAC	 	26/07/1993	08/11/2012	TD	1	0	0
190	Develay	DEVELAY	Jean-Charles			H			0		9999		0	0	0	0	0	0	0	devj					26/07/1993	19/06/2006		1	0	0
191	Develey	DEVELEY	Emmanuel	Isaac-Emmanuel-Louis Develey		H	1764-1839	Payerne	1764	1764.05.27	1839	1839.05.22	0	0	0	1	0	0	0		savant / Académie	enseignement / science / 1803	 	 	26/07/1993	14/11/2013	BS	1	0	0
192	Devrient	DEVRIENT	Michel			H	-1943	Lausanne	1943	02/08/1943	9999		0	0	0	0	0	0	1	dev	peintre /dessinateur de presse	bande dessinée	VDAC	 	26/07/1993	08/11/2012	TD	1	0	0
193	Domenjoz	DOMENJOZ	Raoul	Dodo		H	1896-1978	Lausanne	1896	1896.01.26	1978	16/07/1978	0	0	0	0	1	0	0	dom	peintre / lithographe / dessinateur	beaux-arts / peinture	VDAC	 	26/07/1993	08/11/2012	TD	0	12	0
194	Doret	DORET	Gustave			H	1866-1943	Aigle	1866	1866.09.20	1943	19/04/1943	1	0	0	0	1	0	0	dor	musicien / compositeur / chef d'orchestre / critique musical / écrivain / chantre populaire	musique / direction / littérature	VDAC	 	26/07/1993	06/08/2013	TD	0	17	0
195	Druey	DRUEY	Henri	 Henry Druey		H	1799-1855		1799		1855		0	0	0	1	0	0	0	dru	avocat / juge / conseiller fédéral	droit / politique (radical)			26/07/1993	03/07/2007		1	0	0
196	Duclos	DUCLOS		Famille Duclos					0		9999		0	0	0	0	0	0	0	ducs	famille		 	 	26/07/1993	09/06/2010	JH	1	0	0
197	Ducloux	DUCLOUX	Marc			H	1810-1853		1810		1853		0	0	0	0	1	0	0	ducl	imprimeur / libraire / éditeur / rédacteur / sténographe	imprimerie / librairie / édition / rédaction / sténographie	VDAS		26/07/1993	18/03/2009	BS	1	0	0
198	Ducommun	DUCOMMUN	Charles-Frédéric			H	1910-1977	Yverdon-les-Bains	1910	13/07/1910	1977	12/10/1977	0	0	0	0	0	1	0	ducc	entrepreneur	entreprise	ParVDAS	VDAS	26/07/1993	09/06/2015	BS	1	0	0
199	Ducrey	DUCREY	Pierre			H	-1938		1938		9999		0	0	0	0	0	0	1	ducp	archéologue /recteur / enseignant UNIL / bellettrien	archéologie / rectorat / direction administrative / histoire ancienne / Société Belles-Lettres	VDAS		26/07/1993	06/04/2009	TD	1	0	0
200	Ducros	DUCROS	Abraham-Louis-Rodolphe			H	1748-1810	Moudon ou Yverdon ?	1748	1748.07.21	1810	1810.02.18	0	0	0	1	0	0	0	duc	peintre / aquarelliste / graveur /  collectionneur d'art	peinture / beaux-arts	VDAC	 	26/07/1993	22/07/2016	BS	1	0	0
201	Dufour	DUFOUR	Louis			H	1832-1892		1832		1892		0	0	0	0	1	0	0		enseignant / physique	enseignement / physique			26/07/1993	20/03/2007		1	0	0
202	Duperrex	DUPERREX	Jules			H	1825-1901		1825		1901		0	0	0	0	1	0	0		histoire / enseignant UNIL / théologie	histoire / enseignement UNIL	VDAS	VDAC	26/07/1993	01/03/2011	BS	1	0	0
203	Dutoit	DUTOIT	Charles			H	-1936	Lausanne	1936	07/10/1936	9999		1	0	0	0	0	0	1	dutc	musicien / chef d'orchestre	musique / direction d'orchestre	VDAC	 	26/07/1993	25/02/2014	FRU	0	6	0
204	Dutoit	DUTOIT	Marie			F	1865-1950		1865		1950		0	0	0	0	1	0	0	dutm	écrivain	littérature			26/07/1993	22/05/2007		1	0	0
205	Dutoit-Membrini	DUTOIT-MEMBRINI	Jean-Philippe	Dutoit Jean-Philippe		H	1721-1793		0		9999		0	0	0	0	0	0	0	dut	théologien	religion			26/07/1993	19/06/2006		1	0	0
206	Deriaz	DERIAZ	Madeline			F	-1946		1946		9999		0	0	0	0	0	0	1	derm	peintre	beaux-arts / peinture	VDAC	 	26/07/1993	27/02/2011	BS	1	0	0
207	Eberhard	EBERHARD	Max			H	-1919		1919		9999		0	0	0	0	0	0	1	ebe					27/07/1993	16/02/2006		1	0	0
208	Edelmann	EDELMANN	Asher B.			H	-1939		1939		9999		0	0	0	0	0	0	1	ede	directeur de musée / homme d'affaires / collectionneur d'art	art / beaux-arts	ParVDAS		27/07/1993	06/04/2009	TD	1	0	0
209	Fantys	FANTYS	Jan		NULL	H			0		9999		0	0	0	0	0	0	0	fan					27/07/1993			1	0	0
210	Faravel	FARAVEL	Gaston			H	1901-1947	Lausanne	1901	15/12/1901	1947	29/05/1947	0	0	0	0	0	1	0	far	peintre / décorateur / scénographe	peinture	 	 	27/07/1993	08/11/2012	TD	1	0	0
211	Farel	FAREL	Guillaume			H	1489-1565		1489		1565		0	0	0	0	0	0	0	farg	réformateur / prédicateur	Réforme / protestantisme	ParVDAS	VDAC	27/07/1993	17/02/2012	BS	1	0	0
212	Farny	FARNY	Emilienne			F	-1938	16/05/1938	1938		9999		0	0	0	0	0	0	1	fary	peintre	beaux-arts / peinture	ParVDAC	VDAC	27/07/1993	08/11/2012	TD	1	0	0
213	Faucherre	FAUCHERRE	Maurice			H			0		9999		0	0	0	0	0	0	1	faum	syndic / entrepreneur / quincaillier / constructeur	politique / entreprise / construction / combustibles	VDAS		27/07/1993	06/04/2009	TD	1	0	0
214	Favarger	FAVARGER	Robert			H	1919-1980	Lausanne	1919	11/02/1919	1980		0	0	0	0	0	1	0	fav	artiste peintre / dessinateur / illustrateur / lithographe	peinture / illustration / lithographie	 	 	27/07/1993	08/11/2012	TD	1	0	0
215	Favez	FAVEZ	Charles			H			0		9999		0	0	0	0	0	0	0		latiniste	latin			27/07/1993	13/03/2009	BS	1	0	0
216	Favrat	FAVRAT	Louis			H	1827-1893		1827	1827.07.23	1893	1893.01.27	0	0	0	0	1	0	0	favr	écrivain / poète / botaniste / bellettrien / patoisant	littérature / poésie / botanique / Société Belles-Lettres / patois	VDAC	 	27/07/1993	23/10/2012	TD	0	7	0
217	Favre	FAVRE	Jacques			H	1921-1973		1921		1973		0	0	0	0	0	1	0	favj	architecte	architecture			27/07/1993	16/06/2008	BS	1	0	0
219	Auberjonois	AUBERJONOIS	Fernand			H	1910-2004	Valeyres-sous-Montagny	1910	25/09/1910	2004	27/08/2004	0	0	0	0	0	1	0	aubf	journaliste / écrivain /  essayiste	journalisme / littérature /	VDAC	 	28/07/1993	05/04/2017	BS	0	6	0
220	Favrod	FAVROD	Charles-Henri			H	1927-2017	Montreux	1927	21/04/1927	2017	15/01/2017	0	0	0	0	0	1	0	favc	journaliste / photographe / essayiste / directeur de publication / bellettrien	photographie / journalisme / édition / écrivain / Société Belles-Lettres	VDAC	 	12/08/1993	19/01/2017	BS	0	19	0
221	Fehlmann	FEHLMANN	Pierre			H	-1942		1942		9999		0	0	0	0	0	0	1	feh	navigateur / ingénieur	navigation / technique	VDAS	 	12/08/1993	04/12/2009	BS	1	0	0
222	Fiaux	FIAUX	Lélo		Hélène Fiaux	F	1909-1964	Lausanne	1909	16/01/1909	1964	25/08/1964	0	0	0	0	0	1	0	fia	peintre / aquarelliste / 	peinture / aquarelle /  beaux-arts	VDAC	 	12/08/1993	08/11/2012	TD	0	10	0
223	Fonjallaz	FONJALLAZ	Arthur		Arthur Robert Gaston	H	1875-1944	Prilly	1875	1875.01.02	1944	24/01/1944	0	0	0	0	1	0	0	fon	militaire	milice / fascisme	VDAS	 	12/08/1993	28/10/2013	BS	1	0	0
224	Forel	FOREL	Armand			H	1920-2005	Berne	1920	29/04/1920	2005	27/02/2005	0	0	0	0	0	1	0	fora	médecin / homme politique / député	médecine / vie politique / POP	VDAS	VDAS	12/08/1993	13/02/2017	BS	1	0	0
225	Forel	FOREL	Auguste-Henri			H	1848-1931		1848	1848.09.01	1931	27/07/1931	0	0	0	0	1	0	0	for	médecin / neurologue /  psychiatre / chercheur	médecin / neurologie / psychiatrie	VDAS	VDAC	12/08/1993	19/10/2012	TD	0	6	0
226	Forel	FOREL	François-Alphonse		Christian	H	1841-1912	Morges	1841	1841.02.02	1912	08/08/1912	0	0	0	0	1	0	0	forf	naturaliste / physiologiste / limnologue / sismologue / enseignant UNIL	sciences naturelles / physiologie / limnologie / enseignement	VDAS	VDAC	12/08/1993	30/03/2015	TD	0	0	0
227	Fornerod	FORNEROD	Aloÿs			H	1890-1965	Cudrefin	1890	1890.11.16	1965	08/01/1965	1	0	0	0	1	0	0	forn	musicien / compositeur / enseignant / directeur 	musique / composition / enseignement / direction	VDAC	 	12/08/1993	11/09/2014	VM	0	20	0
228	Fontana	FONTANA	Giampietro			H	1934		1934		9999		0	0	0	0	0	0	1	fong	peintre / architecte	gravure / dessin / collage /  objet	ParVDAC		12/08/1993	06/04/2009	TD	1	0	0
229	Flach	FLACH	Robert			H	-1933		1933		9999		0	0	0	0	0	0	1	fla	peintre / artiste	beaux-art / peinture	 	 	12/08/1993	22/12/2009	JH	1	0	0
230	Favre	FAVRE	Christian			H	-1955	Echallens	1955	23/01/1955	9999		1	0	0	0	0	0	1	favch	musicien / pianiste / compositeur / enseignant	musique / piano / composition / enseignement	VDAC	 	12/08/1993	25/02/2014	FRU	0	6	0
231	Fehr	FEHR	Marc-Antoine			H	-1953		1953		9999		0	0	0	0	0	0	1	fehm	peintre	beaux-arts 	VDAC	 	12/08/1993	31/05/2011	BS	1	0	0
232	Fauquez	FAUQUEZ	Aloys			H	1859-1901		1859		1901		0	0	0	0	1	0	0	fau	agent d'affaires / député / journaliste politique	politique / affaires / journalisme			12/08/1993	07/09/2006		1	0	0
233	Friederich	FRIEDERICH	Sylviane			F	-1950	Morges	1950	13/07/1950	9999		0	0	0	0	0	0	1	fris	galeriste / libraire / éditeure	librairie / édition	VDAC	 	12/08/1993	03/12/2014	TD	0	18	0
234	Francillon	FRANCILLON		Famille Francillon					0		9999		0	0	0	0	0	0	0	fran	famille		 	 	12/08/1993	09/06/2010	JH	1	0	0
235	Francillon	FRANCILLON	René			H	1876-1973	Lausanne	1876	1876.12.28	1973	30/07/1973	0	0	0	0	1	0	0	fra	artiste peintre / graveur	beaux-arts / peinture / gravure	VDAC	 	12/08/1993	08/11/2012	TD	0	14	0
236	Friedlender	FRIEDLENDER	Gaya	Staniszewska, Gaya		F	-1952		1952	08/04/1952	9999		0	0	0	0	0	0	1	fri	peintre	dessin / sculpture / art textile / céramique	ParVDAC	 	12/08/1993	08/11/2012	TD	1	0	0
237	Freymond	FREYMOND	Jacques			H	1911-1998		1911	05/08/1911	1998	04/05/1998	0	0	0	0	0	1	0	fre	 historien / enseignant UNIL / gradé 	histoire / enseignement / militaire	VDAS	VDAC	12/08/1993	27/03/2017	BS	1	0	0
238	Gachet	GACHET	Bernard			H	-1951		1951		9999		0	0	0	0	0	0	1	gac	architecte	architecture	ParVDAC		12/08/1993	06/04/2009	TD	1	0	0
239	Grangier	GRANGIER	Steeve		NULL	H			0		9999		0	0	0	0	0	0	0	grst					12/08/1993			1	0	0
240	Gagnebin	GAGNEBIN	Elie			H	1891-1949	Liège	1891	1891.02.04	1949	16/07/1949	0	0	0	0	1	0	0	gae	géologie / enseignant UNIL / bellettrien	sciences / géologie  / paléontologie / enseignement / Société Belles-Lettres	ParVDAS	VDAC	12/08/1993	06/06/2016	BS	0	2	0
